like1,parlat_ttime,parcan_max,paresco,parepco,parcn3_swf,parperco,parpet_co,parlatq_co,parcn_a,parcn_b,parcn_c,parcn_d,pargw_flo,pardep_bot,pardep_wt,parflo_dist,parbf_max,paralpha_bf,parrevap,parrchg_dp,parspec_yld,parflo_min,parrevap_min,parfall_tmp,parmelt_tmp,parmelt_max_min,parmelt_lag,parsnow_h2o,parcov50,pardp,part_fc,parlag,parrad,pardist,pardrain,parpump,parlat_kast,parlai_noevap,parsw_init,parsurq_lag,parmsk_co1,parmsk_co2,parmsk_x,parevap_adj,parscoef,parsurq_exp,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,simulation_87,simulation_88,chain
0.2630248,71.5051,39.78106,0.40024066,0.39804825,0.40048167,0.3994457,0.9411334,0.4000599,45.919186,61.924007,77.90959,85.962006,0.79625344,22.886013,9.160431,85.699486,0.8590455,0.39890346,0.09174912,0.040355254,0.20084439,19.578936,19.548185,-0.99879843,-0.9927731,4.000842,0.39924067,199.29866,0.39951763,2384.328,39.726875,39.822033,17.687037,16509.285,26.337158,4.001804,1.5978856,3.993009,0.3998189,10.174297,4.000599,4.0024066,0.12153176,0.70078415,0.3995419,1.8154405,0.004877,0.0116,0.01758,0.02172,0.02443,0.02581,0.02612,0.02638,0.02585,0.02567,0.02539,0.02474,0.02408,0.02596,0.04401,0.04142,0.0449,0.05543,0.06918,0.07415,0.0879,0.08974,0.09887,0.1157,0.1107,0.1126,0.1156,0.1332,0.3738,0.1789,0.1842,0.1898,0.1959,0.2026,0.2067,0.2104,0.2156,0.2206,0.225,0.2291,0.2369,0.2382,0.2407,0.2446,0.2456,0.2484,0.2516,0.2653,0.2627,0.266,0.2656,0.268,0.2698,0.2735,0.2939,0.2913,0.5755,0.3025,0.3091,0.3107,0.3319,0.6231,0.3294,0.3327,0.3372,0.3401,0.3436,0.3461,0.3495,0.3511,0.3518,0.3552,0.6758,0.7141,0.6289,0.5965,0.5925,0.5653,0.5447,0.3162,0.3255,0.3342,0.6229,0.5751,0.5601,0.576,0.5437,0.5299,0.52,1.0
0.043169007,36.193623,20.03233,0.20650806,0.20490943,0.20682824,0.20610897,0.82653266,0.20626791,38.041622,55.98615,73.97081,82.99307,0.40082952,13.979221,5.5996933,48.15241,0.4875333,0.20538856,0.05651781,0.020762293,0.10585841,9.94713,9.87343,-2.9365203,-2.928516,2.066287,0.20550805,100.519966,0.2055475,1199.8849,20.026041,20.08676,10.423054,12077.662,18.301254,2.06428,0.8153745,2.055881,0.20594773,5.6654816,2.062679,2.0650804,0.0661909,0.60577834,0.20590828,1.4591689,0.0005787,0.001584,0.002839,0.004161,0.005386,0.006536,0.007505,0.008275,0.008943,0.009494,0.01001,0.01005,0.01026,0.01148,0.01515,0.01214,0.01261,0.01512,0.01807,0.01682,0.02018,0.01852,0.02052,0.02418,0.02069,0.02061,0.02029,0.02541,0.04381,0.03393,0.03401,0.03458,0.03514,0.03588,0.03618,0.03792,0.03785,0.03786,0.03803,0.03799,0.04048,0.03952,0.03907,0.03953,0.03948,0.0396,0.03994,0.04456,0.04226,0.04183,0.04121,0.0412,0.04153,0.04245,0.05007,0.04751,0.06487,0.0538,0.05564,0.05367,0.06191,0.07049,0.06273,0.06309,0.06253,0.06235,0.06238,0.0622,0.06198,0.06169,0.06161,0.06155,0.07707,0.08665,0.07695,0.07722,0.07966,0.07897,0.07938,0.07898,0.07952,0.07925,0.08724,0.08224,0.082,0.08865,0.0851,0.08475,0.08509,1.0
0.40000644,84.537315,47.069626,0.47174057,0.46932903,0.47195238,0.47079954,0.9834285,0.47158173,48.826515,64.11546,79.36326,87.05773,0.9421906,26.173197,10.474574,99.55679,0.9961576,0.470323,0.10475176,0.04758633,0.23590039,23.133696,23.118797,-0.28365326,-0.27835843,4.7148185,0.47074056,235.75441,0.4711052,2821.464,46.99776,47.10563,20.367918,18144.842,29.302929,4.716876,1.886683,4.7079353,0.47136992,11.838343,4.7158175,4.717406,0.14195614,0.7358474,0.47100532,1.9469279,0.008093,0.01804,0.02558,0.03009,0.03206,0.03303,0.03246,0.03247,0.03184,0.03163,0.03092,0.02992,0.03014,0.03132,0.05917,0.05957,0.06347,0.08097,0.1019,0.1111,0.1321,0.1369,0.1518,0.1759,0.1691,0.1738,0.178,0.2026,0.6261,0.4668,0.4457,0.2597,0.2725,0.2871,0.2973,0.3069,0.3161,0.3239,0.3319,0.3397,0.3477,0.3556,0.3603,0.3654,0.3705,0.3759,0.3813,0.6845,0.6359,0.3613,0.3687,0.3754,0.3815,0.6563,0.6955,0.6426,0.7838,0.6639,0.6521,0.6239,0.6646,0.7218,0.6538,0.6417,0.6282,0.6212,0.6121,0.6072,0.6016,0.5961,0.5963,0.5934,0.6819,0.7408,0.6909,0.6808,0.6881,0.6736,0.6674,0.6619,0.6608,0.6558,0.6915,0.6718,0.6634,0.692,0.668,0.6629,0.6612,1.0
1.7358997,137.1242,76.48002,0.7602529,0.7569571,0.76034683,0.75872236,1.1540953,0.7601825,60.558018,72.958305,85.22901,91.47915,1.5310676,39.437454,15.777329,155.473,1.5494245,0.7585111,0.15721928,0.07676475,0.37735632,37.477665,37.52673,2.6020598,2.604407,7.595815,0.7592529,382.85855,0.75997126,4585.3716,76.33682,76.49599,31.185658,24744.547,41.270237,7.6022944,3.0520217,7.592764,0.7600886,18.553005,7.601825,7.602529,0.22437139,0.87733287,0.75937027,2.4774983,0.03271,0.0538,0.06062,0.06179,0.06025,0.0594,0.05896,0.05769,0.05698,0.05656,0.05653,0.05547,0.05329,0.06052,0.8503,0.8091,0.8091,1.633,1.87,1.836,1.954,1.929,1.982,2.095,2.022,2.015,2.003,2.091,6.472,4.772,3.937,3.598,3.374,3.216,3.071,2.967,2.86,2.76,2.675,2.592,2.515,2.435,2.362,2.299,2.226,2.16,2.098,2.041,1.984,1.926,1.878,1.825,1.777,1.738,1.761,1.707,1.971,1.825,1.799,1.748,1.795,1.898,1.794,1.745,1.711,1.671,1.647,1.611,1.578,1.556,1.524,1.503,1.664,1.821,1.703,1.67,1.662,1.625,1.606,1.586,1.568,1.551,1.611,1.57,1.553,1.592,1.557,1.542,1.529,1.0
0.13679881,60.875923,33.83646,0.34192485,0.3399112,0.3421897,0.34124908,0.9066372,0.3417262,43.547947,60.136642,76.723976,85.06832,0.6772262,20.204964,8.088607,74.39737,0.7472159,0.34065318,0.08114408,0.034457542,0.17225249,16.679647,16.63597,-1.5820757,-1.5754546,3.418518,0.34092486,169.5651,0.34113032,2027.7965,33.796688,33.88148,15.500492,15175.314,23.918257,3.4185865,1.3623406,3.4099107,0.34146136,8.81709,3.417262,3.4192486,0.10487351,0.67218626,0.3412559,1.7081985,0.002997,0.007427,0.01187,0.01542,0.01799,0.01955,0.02049,0.02106,0.02087,0.02073,0.02085,0.0201,0.02026,0.02217,0.03371,0.02821,0.02974,0.0372,0.0454,0.04718,0.05497,0.05384,0.05955,0.06906,0.0636,0.06403,0.06469,0.07513,0.1283,0.1161,0.1176,0.1193,0.1209,0.1228,0.1229,0.1248,0.1258,0.1261,0.1267,0.1273,0.1331,0.1305,0.1302,0.1298,0.1304,0.1297,0.1302,0.1403,0.1355,0.1349,0.1342,0.133,0.1323,0.1338,0.1506,0.147,0.1946,0.1822,0.1865,0.1821,0.2013,0.2271,0.2183,0.217,0.2121,0.2081,0.2059,0.2035,0.204,0.2033,0.202,0.2011,0.2302,0.2667,0.2595,0.2587,0.2665,0.2595,0.2557,0.2512,0.2497,0.2496,0.262,0.251,0.2511,0.2609,0.253,0.2496,0.2489,1.0
0.5380318,95.07071,52.96066,0.5295309,0.52694225,0.52971905,0.52847177,1.0176138,0.52938974,51.176388,65.88673,80.53819,87.94336,1.0601453,28.830088,11.536739,110.757065,1.1069795,0.5280484,0.11526124,0.0534309,0.26423466,26.006857,26.004772,0.29436812,0.29907253,5.2918954,0.5285309,265.22003,0.52896637,3174.7827,52.874508,52.99265,22.534761,19466.793,31.700035,5.2948384,2.1201057,5.2857795,0.52920157,13.18332,5.2938976,5.295309,0.15846428,0.76418763,0.5287661,2.0532036,0.01155,0.02415,0.03268,0.03698,0.03802,0.03831,0.03765,0.03727,0.0367,0.03608,0.03543,0.03556,0.03515,0.03642,0.07551,0.07821,0.08626,0.1107,0.1389,0.1523,0.1796,0.1871,0.2071,0.2372,0.2315,0.2396,0.2448,0.2769,0.9004,0.6784,0.6391,0.6141,0.596,0.5971,0.591,0.5875,0.5814,0.5806,0.5867,0.5869,0.5885,0.5856,0.587,0.59,0.5958,0.5919,0.5967,0.6422,0.6218,0.6232,0.6248,0.6263,0.6238,0.6276,0.6885,0.6722,0.8239,0.7512,0.7538,0.7372,0.7958,0.8639,0.8135,0.8013,0.7951,0.7915,0.7877,0.7848,0.7819,0.7824,0.7771,0.7778,0.8813,0.9602,0.907,0.8943,0.8952,0.881,0.8744,0.8682,0.8617,0.8539,0.8903,0.8656,0.857,0.8791,0.8602,0.8512,0.8426,1.0
0.16011399,66.12478,36.772,0.37072212,0.3686202,0.3709752,0.36998752,0.92367196,0.3705323,44.718903,61.01927,77.30945,85.509636,0.73600376,21.528908,8.61789,79.97853,0.80243915,0.36941808,0.08638102,0.037369926,0.18637162,18.111362,18.074068,-1.2940441,-1.2877172,3.706079,0.36972213,184.248,0.3699629,2203.8572,36.72511,36.81502,16.580242,15834.05,25.11275,3.7065885,1.4786564,3.697854,0.37027925,9.487301,3.7053232,3.7072213,0.11309962,0.6863084,0.37003848,1.7611563,0.003844,0.009371,0.01457,0.01856,0.02111,0.02269,0.02325,0.02368,0.02344,0.02317,0.02292,0.02242,0.02252,0.02403,0.03733,0.03206,0.03464,0.04263,0.05299,0.05498,0.06505,0.06496,0.07151,0.08373,0.07732,0.07812,0.07871,0.09264,0.1506,0.1329,0.1359,0.1378,0.1405,0.1435,0.1454,0.147,0.1491,0.1509,0.1529,0.1538,0.1591,0.159,0.1591,0.1607,0.1615,0.1618,0.1628,0.1747,0.1687,0.1693,0.1706,0.1708,0.1711,0.1738,0.1902,0.1857,0.2261,0.206,0.2116,0.2088,0.2266,0.2494,0.2354,0.2364,0.237,0.2362,0.2366,0.237,0.2375,0.2375,0.2379,0.2404,0.272,0.2941,0.28,0.2809,0.2882,0.2837,0.285,0.2857,0.2868,0.2881,0.3035,0.2966,0.2973,0.3102,0.3045,0.3059,0.3058,1.0
1.0159627,115.66559,64.47881,0.6425225,0.6395875,0.6426645,0.64123255,1.084453,0.642416,55.77086,69.34989,82.83543,89.67495,1.2907703,34.02484,13.613486,132.65582,1.3236583,0.640913,0.13580936,0.0648582,0.31963378,31.624462,31.647427,1.4245151,1.4280652,6.420195,0.6415225,322.8312,0.6420965,3865.5913,64.36472,64.50295,26.77137,22051.47,36.386856,6.42487,2.5764935,6.4155803,0.642274,15.813019,6.42416,6.4252253,0.190741,0.8195983,0.6417,2.2609935,0.02029,0.03794,0.04654,0.04934,0.04923,0.04852,0.04785,0.04719,0.04779,0.04602,0.04631,0.04467,0.04406,0.04803,0.1431,0.1599,0.1828,0.4455,0.5589,0.5634,0.6482,0.6406,0.6869,0.7695,0.7191,0.7195,0.7239,0.8036,1.554,1.317,1.313,1.316,1.324,1.344,1.353,1.363,1.373,1.379,1.388,1.386,1.389,1.388,1.384,1.379,1.377,1.366,1.36,1.402,1.369,1.354,1.34,1.321,1.308,1.298,1.341,1.318,1.505,1.401,1.388,1.355,1.408,1.484,1.413,1.387,1.36,1.343,1.317,1.301,1.279,1.266,1.252,1.232,1.356,1.47,1.393,1.364,1.365,1.341,1.319,1.302,1.282,1.266,1.303,1.268,1.254,1.275,1.241,1.229,1.209,1.0
0.15441847,65.27046,36.2942,0.366035,0.36394745,0.36629,0.36530998,0.92089933,0.36584377,44.528313,60.875614,77.21416,85.437805,0.726437,21.31342,8.531743,79.07013,0.7934509,0.36473623,0.08552864,0.0368959,0.18407357,17.878332,17.84,-1.3409249,-1.33455,3.6592748,0.36503503,181.85818,0.36527005,2175.2012,36.248474,36.33755,16.404501,15726.833,24.918331,3.6597126,1.4597245,3.6509876,0.36558878,9.378216,3.6584377,3.66035,0.11176072,0.6840098,0.36535376,1.7525368,0.003703,0.009041,0.01402,0.01796,0.02055,0.02226,0.02286,0.02333,0.02337,0.02296,0.02251,0.0219,0.02193,0.02356,0.03665,0.03114,0.03392,0.04181,0.05183,0.05392,0.06292,0.06309,0.06971,0.08107,0.07571,0.076,0.07728,0.09034,0.147,0.13,0.1325,0.1342,0.1364,0.1394,0.1405,0.1422,0.1443,0.1459,0.1477,0.1489,0.155,0.1545,0.154,0.1549,0.1558,0.1562,0.1573,0.1691,0.1642,0.1655,0.1646,0.1647,0.1658,0.1662,0.1833,0.179,0.2191,0.1996,0.2044,0.2017,0.2187,0.2409,0.2275,0.229,0.2271,0.2278,0.2292,0.2287,0.2292,0.2286,0.2288,0.2293,0.2614,0.284,0.2694,0.2704,0.2756,0.273,0.2734,0.2746,0.2738,0.2739,0.2917,0.2843,0.2832,0.2953,0.2915,0.291,0.2927,1.0
0.12715256,62.46322,34.72419,0.35063338,0.34859303,0.3508947,0.34993982,0.91178864,0.35043743,43.902054,60.403557,76.901024,85.20178,0.695001,20.605335,8.248667,76.08516,0.7639159,0.3493519,0.082727775,0.03533827,0.17652224,17.11261,17.070862,-1.4949726,-1.4884404,3.5054789,0.3496334,174.00534,0.34984952,2081.0388,34.68227,34.76861,15.827018,15374.521,24.27948,3.5056808,1.3975154,3.496987,0.35017613,9.019768,3.5043743,3.5063338,0.10736115,0.6764569,0.34996,1.7242135,0.003222,0.007966,0.01259,0.0163,0.01882,0.02066,0.02147,0.02195,0.02187,0.02156,0.02153,0.021,0.02079,0.02264,0.03456,0.02898,0.03119,0.03807,0.04747,0.04906,0.05755,0.05659,0.06254,0.07324,0.06726,0.0671,0.06782,0.07918,0.1308,0.1136,0.1151,0.1175,0.119,0.1211,0.1209,0.1222,0.1239,0.1253,0.1259,0.1278,0.1325,0.1305,0.1303,0.1321,0.1316,0.1309,0.131,0.141,0.1349,0.1351,0.1345,0.1352,0.1358,0.137,0.1522,0.1466,0.1828,0.1645,0.168,0.1659,0.1807,0.2004,0.1856,0.1859,0.184,0.1842,0.1823,0.1823,0.1814,0.1809,0.181,0.1814,0.2112,0.2308,0.2165,0.2155,0.221,0.219,0.2185,0.2172,0.2172,0.2159,0.2317,0.2234,0.2229,0.2346,0.2274,0.2282,0.227,1.0
0.07452875,170.02509,94.88058,0.9407601,0.936911,0.94078016,0.93886065,1.2608726,0.94074494,67.897804,78.49081,88.8989,94.24541,1.8994973,47.73621,19.094988,190.45686,1.8955748,0.9388154,0.19004545,0.09502017,0.46585795,46.45194,46.54102,4.4075,4.408003,9.398305,0.93976,474.89395,0.9406997,5688.9565,94.69275,94.883995,37.953754,28873.639,48.757557,9.40755,3.7811134,9.397651,0.94072485,22.754019,9.40745,9.4076,0.2759343,0.9658529,0.9397852,2.8094485,0.0582,0.07865,0.0805,0.07842,0.07648,0.07621,0.07462,0.07315,1.0
0.15648557,65.646065,36.504265,0.3680957,0.36600184,0.36834985,0.36736646,0.9221183,0.3679051,44.612106,60.938774,77.25605,85.46938,0.73064303,21.40816,8.569617,79.46951,0.79740256,0.36679462,0.08590339,0.037104305,0.18508391,17.980783,17.942907,-1.3203137,-1.31396,3.6798522,0.3670957,182.90887,0.36733326,2187.7998,36.458027,36.54747,16.481766,15773.971,25.003807,3.6803217,1.468048,3.6715925,0.36765096,9.426175,3.679051,3.680957,0.11234937,0.6850204,0.3674134,1.7563264,0.003748,0.009228,0.01426,0.01822,0.0208,0.02247,0.02303,0.02347,0.0235,0.02313,0.02264,0.02212,0.02214,0.02361,0.03709,0.03148,0.03411,0.04222,0.05277,0.05407,0.06422,0.06397,0.07069,0.08238,0.07577,0.07645,0.07784,0.09119,0.1484,0.1317,0.1339,0.1356,0.1384,0.1414,0.1427,0.1443,0.1457,0.148,0.1491,0.1513,0.158,0.1554,0.1562,0.1572,0.1582,0.1594,0.1589,0.1719,0.1663,0.168,0.1659,0.1679,0.1671,0.1684,0.1862,0.1819,0.2218,0.2028,0.2083,0.2049,0.2229,0.2447,0.23,0.2306,0.2305,0.23,0.2315,0.2317,0.2322,0.231,0.2321,0.2335,0.264,0.2869,0.2732,0.272,0.2797,0.2777,0.2773,0.2782,0.279,0.2788,0.2943,0.2884,0.2877,0.2998,0.2951,0.2965,0.2961,1.0
0.47390413,90.59319,50.45651,0.5049655,0.5024521,0.50516367,0.50395656,1.0030824,0.50481683,50.17751,65.133804,80.03876,87.5669,1.0100054,27.7007,11.085236,105.99607,1.0598714,0.5035106,0.11079389,0.0509465,0.25219038,24.78554,24.778006,0.048663747,0.053619146,5.046592,0.5039655,252.69484,0.5043708,3024.5947,50.37643,50.490204,21.613684,18904.86,30.681078,5.049159,2.0208828,5.04015,0.5046186,12.6116,5.048168,5.049655,0.15144703,0.7521408,0.5042133,2.008028,0.009988,0.02152,0.02941,0.03384,0.03579,0.03594,0.03552,0.03504,0.03457,0.03376,0.03356,0.03331,0.03298,0.03369,0.06831,0.06972,0.07604,0.09678,0.122,0.1332,0.1565,0.1638,0.1803,0.2076,0.2018,0.2072,0.2131,0.2416,0.7697,0.5778,0.5473,0.5285,0.5135,0.519,0.5105,0.5108,0.5091,0.5075,0.5077,0.508,0.5097,0.5091,0.5125,0.5102,0.509,0.5165,0.5179,0.5566,0.5411,0.5363,0.5407,0.5385,0.5368,0.5406,0.6016,0.5843,0.728,0.6561,0.6603,0.6461,0.7038,0.767,0.7207,0.7156,0.7066,0.7029,0.7002,0.6977,0.6946,0.6888,0.6885,0.6904,0.7874,0.8559,0.8049,0.7911,0.8023,0.788,0.7795,0.7737,0.7678,0.7628,0.7999,0.778,0.7715,0.7923,0.7759,0.7694,0.7621,1.0
1.1088008,119.29111,66.50646,0.66241354,0.65941757,0.6625474,0.6610829,1.0962193,0.66231316,56.579666,69.95955,83.23984,89.979774,1.3313695,34.939323,13.979076,136.51088,1.3618025,0.6607817,0.13942665,0.066869855,0.32938623,32.613384,32.64076,1.623466,1.6268129,6.618821,0.66141355,332.97308,0.6620119,3987.2012,66.38746,66.52922,27.517181,22506.477,37.21192,6.6238008,2.6568358,6.61447,0.6621793,16.275951,6.6231313,6.6241355,0.196423,0.8293528,0.66158086,2.2975729,0.02221,0.04051,0.04892,0.05137,0.05109,0.05076,0.04956,0.0487,0.04917,0.04792,0.04798,0.04759,0.04689,0.0493,0.2897,0.1712,0.2003,0.5273,0.6526,0.6594,0.7536,0.7484,0.7955,0.8859,0.8325,0.8385,0.8416,0.9238,1.786,1.534,1.534,1.543,1.559,1.572,1.582,1.596,1.598,1.599,1.605,1.6,1.592,1.586,1.573,1.558,1.549,1.536,1.515,1.519,1.495,1.475,1.462,1.438,1.413,1.398,1.441,1.406,1.597,1.494,1.47,1.438,1.485,1.566,1.488,1.453,1.429,1.407,1.38,1.362,1.339,1.317,1.302,1.281,1.415,1.533,1.446,1.413,1.414,1.382,1.365,1.341,1.325,1.309,1.351,1.313,1.295,1.318,1.29,1.273,1.256,1.0
0.037298292,33.01034,18.252007,0.1890433,0.18749821,0.18937063,0.18867992,0.81620157,0.18879782,37.33147,55.45086,73.61574,82.725426,0.36518258,13.176286,5.2786975,44.76759,0.45404196,0.18794344,0.053341754,0.018996011,0.097295545,9.0788355,9.001264,-3.1112037,-3.1030204,1.8918893,0.18804331,91.61519,0.18806134,1093.1089,18.250036,18.307652,9.768215,11678.156,17.576826,1.8896147,0.74483216,1.8812513,0.1884705,5.2590175,1.8879781,1.8904331,0.06120199,0.59721375,0.18845245,1.4270514,0.000435,0.001211,0.002159,0.003215,0.004241,0.005197,0.00608,0.006798,0.007471,0.007942,0.00851,0.008694,0.008907,0.009938,0.01313,0.01047,0.01115,0.0129,0.01566,0.01452,0.01749,0.01613,0.01756,0.02099,0.01785,0.01758,0.01768,0.02192,0.0379,0.02901,0.02904,0.02936,0.02991,0.03045,0.03084,0.03213,0.0318,0.03231,0.03232,0.03245,0.03452,0.03332,0.03352,0.03347,0.0334,0.03448,0.03412,0.0384,0.03593,0.03556,0.03591,0.03621,0.03585,0.03673,0.04326,0.0406,0.05695,0.04607,0.04823,0.04655,0.05398,0.0615,0.05437,0.0544,0.05456,0.05393,0.05421,0.05396,0.05381,0.05375,0.05324,0.0533,0.06769,0.07611,0.06736,0.06645,0.06942,0.06821,0.06852,0.06853,0.06811,0.06885,0.07583,0.07228,0.07201,0.07784,0.07407,0.07342,0.07341,1.0
2.8735235,162.97595,90.938194,0.9020858,0.89835525,0.9021217,0.9002654,1.2379951,0.90205884,66.325226,77.30545,88.11262,93.652725,1.82056,45.95817,18.384167,182.96146,1.8214109,0.9001846,0.18301234,0.09110888,0.44689617,44.529167,44.609676,4.020678,4.0215764,9.0121155,0.9010858,455.17508,0.901978,5452.51,90.759926,90.9443,36.503666,27988.967,47.153374,9.020768,3.624903,9.010947,0.9020229,21.853937,9.020588,9.020858,0.2648868,0.9468872,0.9011307,2.738327,0.05195,0.0736,0.07661,0.07518,0.07405,0.07272,0.07071,0.07049,0.06826,0.06806,0.06562,0.06271,0.06068,0.05995,6.757,2.766,2.268,2.011,2.557,2.29,2.325,2.105,2.114,2.245,2.095,2.048,2.006,2.102,16.34,10.53,7.229,3.654,3.545,3.474,3.469,3.472,3.457,3.442,3.386,3.309,3.219,3.124,3.046,2.942,2.847,2.767,2.684,2.62,2.542,2.484,2.418,2.347,2.29,2.219,2.289,2.202,3.01,2.803,2.812,2.783,2.753,3.064,3.063,3.121,3.18,3.209,3.227,3.232,3.224,3.196,3.139,3.052,3.455,3.998,3.813,3.82,3.817,3.823,3.81,3.792,3.742,3.703,3.76,3.679,3.624,3.649,3.571,3.465,3.368,1.0
