like1,parlat_ttime,parcan_max,paresco,parepco,parcn3_swf,parperco,parpet_co,parlatq_co,parcn_a,parcn_b,parcn_c,parcn_d,pargw_flo,pardep_bot,pardep_wt,parflo_dist,parbf_max,paralpha_bf,parrevap,parrchg_dp,parspec_yld,parflo_min,parrevap_min,parfall_tmp,parmelt_tmp,parmelt_max_min,parmelt_lag,parsnow_h2o,parcov50,pardp,part_fc,parlag,parrad,pardist,pardrain,parpump,parlat_kast,parlai_noevap,parsw_init,parsurq_lag,parmsk_co1,parmsk_co2,parmsk_x,parevap_adj,parscoef,parsurq_exp,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,simulation_87,simulation_88,chain
4.5783653,171.92542,95.943375,0.951186,0.94730496,0.95120186,0.9492653,1.2670399,0.95117414,68.32175,78.810356,89.11087,94.40518,1.9207776,48.215538,19.286612,192.47751,1.9155682,0.9492296,0.19194147,0.09607458,0.47096974,46.970284,47.06168,4.5117807,4.5121775,9.502416,0.950186,480.20987,0.95113844,5752.6987,95.752975,95.946075,38.344673,29112.133,49.19002,9.511821,3.8232253,9.5019,0.9511582,22.996666,9.511741,9.51186,0.27891254,0.97096574,0.95020586,2.8286216,0.05968,0.07976,0.0813,0.07955,0.07772,0.07739,0.0749,0.07382,0.07318,0.07067,0.06893,0.06595,0.06265,28.65,71.63,30.02,11.34,12.07,7.884,3.029,3.123,3.009,3.081,6.22,3.016,3.059,3.134,3.305,15.91,8.941,6.511,4.353,4.487,5.12,3.859,3.703,3.592,3.553,3.528,3.49,3.436,3.357,3.267,3.153,3.048,4.166,3.549,3.409,3.282,3.131,3.007,2.882,2.771,2.696,2.753,2.623,6.849,3.01,2.927,2.856,2.923,4.486,3.372,3.219,3.131,3.04,2.942,2.863,2.779,2.699,2.637,2.556,3.019,3.356,3.074,2.975,2.943,2.811,2.734,2.636,2.562,2.483,2.495,2.351,2.256,2.243,2.13,2.046,1.979,1.0
0.012686861,17.331905,9.48349,0.10302525,0.10174381,0.10338773,0.10283762,0.7653184,0.10275339,33.8338,52.814423,71.8669,81.40721,0.18961276,9.221635,3.6977158,28.096537,0.28908908,0.10202205,0.037698913,0.010296659,0.055121392,4.802276,4.7056336,-3.9715598,-3.962498,1.0329391,0.10202525,47.757057,0.10193783,567.2115,9.502788,9.545111,6.542978,9710.498,14.008853,1.0293463,0.3973941,1.0211587,0.10239092,3.2570853,1.0275339,1.0302525,0.036630426,0.55503076,0.10247834,1.2688653,5.781e-05,0.0001645,0.0003062,0.0005449,0.0006988,0.0009174,0.001138,0.001336,0.001561,0.001793,0.002045,0.00216,0.002371,0.002642,0.003533,0.003069,0.003244,0.00393,0.004924,0.004501,0.005427,0.004931,0.005455,0.006687,0.005612,0.005582,0.00562,0.007241,0.01321,0.009126,0.009077,0.008955,0.009097,0.00947,0.009466,0.009978,0.00981,0.01,0.01014,0.01036,0.01108,0.01062,0.01073,0.01071,0.01089,0.01087,0.01081,0.01252,0.01152,0.01148,0.01157,0.01151,0.0115,0.01218,0.0148,0.01366,0.02066,0.01567,0.01617,0.01553,0.01855,0.02152,0.01824,0.01833,0.0184,0.01843,0.01848,0.01874,0.01876,0.0187,0.01873,0.01894,0.02517,0.0282,0.02364,0.02366,0.02474,0.02423,0.02422,0.02459,0.02488,0.02511,0.02861,0.02634,0.02638,0.02953,0.02774,0.02777,0.02784,1.0
0.05956238,43.618423,24.184814,0.24724342,0.24551995,0.24754696,0.24676111,0.85062927,0.24701576,39.698006,57.234676,74.799,83.61734,0.4839737,15.852016,6.348395,56.04728,0.5656497,0.24607815,0.06392576,0.024882024,0.12583072,11.972371,11.9077015,-2.5290835,-2.521495,2.473058,0.24624342,121.28976,0.24633281,1448.9329,24.168455,24.236416,11.950422,13009.481,19.99093,2.4716754,0.97990996,2.463193,0.24671222,6.613532,2.4701576,2.4724343,0.07782719,0.62575483,0.24662285,1.5340806,0.001039,0.002835,0.004873,0.006788,0.008577,0.01002,0.01118,0.01219,0.01274,0.01306,0.01339,0.01337,0.01343,0.01477,0.02061,0.01601,0.01683,0.02013,0.02383,0.02315,0.02783,0.02564,0.02854,0.03382,0.02935,0.0291,0.02924,0.03514,0.06089,0.04875,0.04938,0.04955,0.04997,0.05084,0.05214,0.05346,0.05329,0.05349,0.05405,0.05374,0.05682,0.05519,0.05497,0.0554,0.05503,0.05533,0.05529,0.06119,0.05788,0.05786,0.0579,0.05749,0.057,0.05752,0.06848,0.06515,0.08691,0.07375,0.0763,0.07362,0.08377,0.09515,0.08533,0.08568,0.08498,0.08444,0.0845,0.08451,0.08352,0.08338,0.08381,0.08307,0.1021,0.1151,0.1052,0.1065,0.111,0.1089,0.1089,0.1084,0.1096,0.1095,0.1199,0.115,0.1141,0.1221,0.119,0.1192,0.1183,1.0
0.1893557,67.697014,37.65131,0.37934804,0.37721968,0.3795976,0.3785958,0.92877454,0.37916088,45.06965,61.283653,77.484825,85.64183,0.75360996,21.925482,8.776432,81.650314,0.8189807,0.37803432,0.087949686,0.0382423,0.19060087,18.540216,18.504835,-1.2077672,-1.2015284,3.7922149,0.37834805,188.64612,0.3785994,2256.5945,37.602287,37.693733,16.903671,16031.368,25.470547,3.7928567,1.5134977,3.7841043,0.37891135,9.688055,3.7916088,3.7934804,0.11556367,0.69053847,0.37866,1.7770193,0.004137,0.01004,0.01547,0.01945,0.0221,0.02355,0.02448,0.02423,0.02436,0.02369,0.02356,0.0232,0.02321,0.02449,0.04056,0.03725,0.04013,0.04968,0.06144,0.06447,0.07673,0.07734,0.08586,0.09885,0.09402,0.09551,0.09675,0.1127,0.3064,0.1516,0.1557,0.1598,0.1636,0.1676,0.1705,0.1732,0.1764,0.1786,0.1812,0.1835,0.188,0.1875,0.1894,0.19,0.1909,0.1927,0.194,0.2074,0.2016,0.2029,0.204,0.2033,0.2044,0.2068,0.2243,0.221,0.2647,0.2448,0.2492,0.2484,0.2662,0.2899,0.278,0.278,0.2777,0.2796,0.2792,0.2802,0.2815,0.2815,0.281,0.2834,0.3183,0.3412,0.3282,0.3294,0.3364,0.3332,0.334,0.3343,0.3352,0.3355,0.3532,0.3456,0.3471,0.3585,0.3564,0.3545,0.3548,1.0
0.7344234,104.45667,58.209972,0.581026,0.5782795,0.58119315,0.57986164,1.0480752,0.58090067,53.270287,67.46504,81.585144,88.73252,1.165251,31.19756,12.483202,120.73727,1.2057292,0.5794856,0.1246259,0.058638807,0.2894824,28.56704,28.57637,0.8094244,0.81360275,5.80611,0.58002603,291.47592,0.5805246,3489.6138,58.111088,58.238384,24.465565,20644.74,33.836018,5.809842,2.3281012,5.800678,0.58073354,14.381786,5.8090067,5.8102603,0.17317416,0.78944063,0.58023494,2.1479023,0.01513,0.03016,0.03905,0.04261,0.04342,0.04346,0.04306,0.04143,0.04158,0.04111,0.04027,0.04125,0.0394,0.04187,0.09808,0.1056,0.1172,0.1562,0.1972,0.218,0.4434,0.2526,0.4812,0.5451,0.479,0.4697,0.4667,0.5363,1.054,0.8482,0.8267,0.8179,0.8155,0.8251,0.8278,0.8284,0.8366,0.844,0.8437,0.8565,0.8571,0.8638,0.8627,0.8671,0.8698,0.8752,0.8803,0.9231,0.9135,0.9075,0.9062,0.9023,0.9021,0.9016,0.9596,0.9423,1.116,1.032,1.038,1.019,1.072,1.144,1.088,1.076,1.064,1.06,1.052,1.039,1.028,1.021,1.015,1.011,1.126,1.216,1.159,1.145,1.145,1.122,1.11,1.099,1.085,1.08,1.113,1.084,1.073,1.094,1.066,1.059,1.044,1.0
1.3031688,124.60565,69.47874,0.6915712,0.68848586,0.6916931,0.69018096,1.1134672,0.69147974,57.765278,70.853226,83.83264,90.42661,1.3908826,36.279835,14.514983,142.1619,1.4177167,0.6899066,0.14472914,0.06981869,0.34368208,34.063015,34.096855,1.9151022,1.9181511,6.9099803,0.6905712,347.83972,0.6912053,4165.4653,69.35252,69.49947,28.610445,23173.457,38.421364,6.915407,2.7746074,6.906017,0.6913578,16.954548,6.9147973,6.915712,0.20475204,0.8436516,0.69072366,2.3511934,0.02501,0.0447,0.05286,0.05452,0.0544,0.05299,0.05304,0.05292,0.05087,0.05028,0.05011,0.0501,0.04892,0.0521,0.3924,0.3749,0.4028,0.7297,0.8965,0.9079,1.02,1.018,1.079,1.184,1.134,1.139,1.149,1.245,2.425,2.18,2.177,2.182,2.182,2.175,2.15,2.134,2.109,2.083,2.058,2.028,1.999,1.965,1.931,1.893,1.857,1.819,1.785,1.747,1.721,1.688,1.65,1.616,1.583,1.549,1.583,1.536,1.745,1.624,1.596,1.549,1.602,1.682,1.592,1.551,1.523,1.493,1.467,1.444,1.413,1.392,1.368,1.343,1.489,1.615,1.523,1.495,1.487,1.461,1.435,1.419,1.399,1.38,1.436,1.398,1.384,1.408,1.385,1.361,1.353,1.0
0.00025396698,2.4947264,1.1854646,0.021622647,0.020590702,0.022018388,0.02160135,0.7171654,0.021325842,30.523806,50.31945,70.21191,80.15973,0.023463465,5.4791775,2.2015646,12.32,0.13298704,0.020710934,0.022895414,0.0020640844,0.015210164,0.75518274,0.64049345,-4.7857523,-4.775859,0.2200774,0.020622646,6.252208,0.020435425,69.532005,1.2248877,1.2527406,3.490796,7848.4175,10.632325,0.21523711,0.06859842,0.20721582,0.0209301,1.3625704,0.21325842,0.21622647,0.01337729,0.5151112,0.021117322,1.1191671,0.0,0.0,0.0,2.795e-06,2.535e-07,2.058e-08,6.17e-09,1.091e-09,1.394e-06,8.475e-08,1.242e-06,7.395e-08,1.946e-08,3.761e-06,4.804e-05,1.619e-05,1.538e-05,4.557e-05,9.553e-05,6.062e-05,0.0001098,6.288e-05,8.744e-05,0.0001558,7.312e-05,6.614e-05,5.67e-05,0.0001562,0.0005781,0.0002443,0.0002115,0.0001986,0.0001786,0.0001717,0.000145,0.0001548,0.0001409,0.0001407,0.0001125,0.0001188,0.0001606,0.0001336,0.0001284,0.0001193,0.0001081,0.0001127,0.0001104,0.0002328,0.0001655,0.0001463,0.0001311,0.0001402,0.0001307,0.0001588,0.0003848,0.0002414,0.0007136,0.0003389,0.0003543,0.0002925,0.000504,0.000686,0.0004033,0.0003684,0.0003391,0.0003397,0.0003298,0.0003204,0.0003164,0.000323,0.0003127,0.0003116,0.0008542,0.0009708,0.0005692,0.0005349,0.0005931,0.0005018,0.0005062,0.0004697,0.0004699,0.0004863,0.0007841,0.000555,0.0005225,0.0007706,0.000589,0.0005603,0.0005525,1.0
0.102312304,55.85409,31.027887,0.3143731,0.31244388,0.31464922,0.31375363,0.8903392,0.31416604,42.427635,59.292187,76.16382,84.646095,0.6209908,18.938282,7.5822153,69.0576,0.6943812,0.3131324,0.076133646,0.03167112,0.15874402,15.309857,15.260071,-1.8576494,-1.8507469,3.1433947,0.31337312,155.51726,0.31354478,1859.3506,30.99493,31.074823,14.4674425,14545.069,22.775427,3.143041,1.2510555,3.1344213,0.31388992,8.175868,3.1416602,3.143731,0.09700319,0.658675,0.31371823,1.6575313,0.002261,0.005839,0.009475,0.01272,0.01511,0.0167,0.01792,0.01849,0.01872,0.01892,0.01865,0.01805,0.01819,0.01976,0.03004,0.02429,0.02586,0.03142,0.03816,0.0384,0.04552,0.04372,0.04822,0.0563,0.05073,0.05066,0.05076,0.06035,0.1007,0.0854,0.08602,0.08726,0.08857,0.08972,0.09069,0.09119,0.09224,0.09246,0.09312,0.09302,0.09834,0.09616,0.09652,0.09628,0.09602,0.09594,0.09574,0.1049,0.1008,0.1005,0.09983,0.09982,0.09899,0.09973,0.1135,0.1102,0.1412,0.1229,0.1269,0.123,0.1382,0.155,0.144,0.145,0.1448,0.1448,0.1438,0.144,0.144,0.1434,0.1433,0.1432,0.1692,0.1921,0.1853,0.186,0.1928,0.1916,0.1926,0.1924,0.1937,0.1954,0.2092,0.2026,0.2034,0.2162,0.2108,0.2121,0.214,1.0
0.010401481,15.492837,8.454949,0.09293539,0.09168488,0.09330199,0.09276838,0.7593498,0.09266044,33.423527,52.505173,71.661766,81.25259,0.16901855,8.757757,3.5122678,26.141033,0.26974022,0.09194354,0.035864018,0.009276231,0.050174393,4.3006387,4.2017593,-4.0724792,-4.063314,0.9321849,0.091935396,42.61253,0.0918356,505.52405,8.476741,8.517271,6.1646595,9479.693,13.590332,0.9284374,0.35663983,0.92027044,0.09229384,3.0222602,0.92660445,0.92935395,0.0337482,0.55008274,0.09239364,1.2503103,4.107e-05,0.0001119,0.0002136,0.0003909,0.0004943,0.0006545,0.0008114,0.0009751,0.001157,0.001303,0.001515,0.001661,0.001792,0.002022,0.002785,0.002421,0.00256,0.003094,0.003944,0.003527,0.004411,0.00399,0.004385,0.005397,0.004633,0.004538,0.004639,0.005888,0.01096,0.007585,0.007382,0.007451,0.007471,0.007797,0.007682,0.008108,0.008059,0.008198,0.008329,0.00833,0.009058,0.008689,0.008748,0.008732,0.008879,0.008838,0.009052,0.01025,0.009391,0.009295,0.009361,0.009532,0.009482,0.009888,0.01224,0.01128,0.01713,0.01282,0.01329,0.01265,0.0153,0.01771,0.01512,0.01517,0.0151,0.01508,0.01518,0.01529,0.01532,0.01552,0.01556,0.01552,0.02091,0.02347,0.01957,0.01936,0.02058,0.01975,0.01999,0.01997,0.02041,0.02068,0.02362,0.0218,0.02166,0.02424,0.0229,0.02283,0.02281,1.0
0.0020097976,9.350268,5.0195804,0.059234846,0.05808762,0.059615217,0.059136696,0.7394146,0.05894957,32.053196,51.472256,70.9766,80.73613,0.10023301,7.208386,2.8928635,19.609573,0.20511423,0.058280863,0.029735394,0.005867958,0.03365121,2.6251485,2.5187979,-4.4095535,-4.400044,0.5956614,0.058234848,25.429588,0.058093738,299.48557,5.049704,5.0842433,4.9010615,8708.795,12.192455,0.5913975,0.22051896,0.5832994,0.0585692,2.237934,0.5894957,0.59234846,0.024121437,0.5335561,0.05871031,1.1883354,0.0,0.0,0.0,7.962e-06,4.776e-07,1.264e-07,6.588e-09,9.768e-10,5.214e-06,1.436e-06,5.634e-06,1.395e-06,3.571e-06,7.344e-06,9.525e-05,3.531e-05,3.185e-05,0.0001076,0.0002467,0.0001648,0.0003107,0.0002041,0.0002715,0.0004832,0.0002922,0.0002674,0.0002773,0.0005406,0.001859,0.0009848,0.0009358,0.0009057,0.0009006,0.0009561,0.0009582,0.001049,0.0009861,0.00103,0.001062,0.001042,0.001195,0.001157,0.001139,0.001152,0.001206,0.001206,0.001224,0.001579,0.001419,0.001348,0.001349,0.001368,0.001439,0.001513,0.002266,0.00188,0.003659,0.002421,0.002518,0.002395,0.003198,0.003956,0.003159,0.003076,0.003049,0.003128,0.003129,0.003153,0.003241,0.003265,0.003293,0.003331,0.005282,0.006049,0.004703,0.004597,0.004973,0.004713,0.004699,0.004865,0.004889,0.005007,0.00608,0.005432,0.005316,0.006344,0.005863,0.005783,0.005835,1.0
0.52221495,94.10416,52.420094,0.524228,0.52165556,0.52441835,0.5231797,1.0144769,0.5240852,50.960762,65.72419,80.43038,87.8621,1.0493217,28.586288,11.439274,109.72931,1.0968103,0.52275145,0.114296876,0.052894596,0.26163468,25.743214,25.739952,0.24132825,0.24608685,5.238942,0.523228,262.51624,0.52365696,3142.3618,52.33525,52.45245,22.33593,19345.488,31.480074,5.241804,2.0986865,5.2327557,0.5238949,13.059904,5.2408524,5.24228,0.15694948,0.7615871,0.52346593,2.0434515,0.0112,0.0236,0.03198,0.03609,0.03755,0.03791,0.0378,0.03677,0.03631,0.03593,0.03558,0.03487,0.0345,0.03605,0.07382,0.07695,0.08362,0.1078,0.1354,0.1481,0.1742,0.1815,0.2005,0.2302,0.2243,0.2323,0.2366,0.2686,0.8711,0.6571,0.619,0.5923,0.5788,0.5819,0.5748,0.5707,0.5657,0.5668,0.5652,0.5691,0.5696,0.5661,0.5699,0.574,0.5751,0.5739,0.5769,0.6212,0.6066,0.6012,0.602,0.6048,0.603,0.6081,0.6685,0.6493,0.7979,0.7263,0.7297,0.7154,0.7707,0.8357,0.7861,0.7837,0.7759,0.7698,0.7617,0.7603,0.7604,0.7563,0.7569,0.7517,0.8508,0.9316,0.879,0.8677,0.8741,0.8571,0.8494,0.8431,0.8343,0.8326,0.8673,0.8459,0.8377,0.8552,0.8387,0.8312,0.8202,1.0
1.1319001,120.067085,66.940445,0.66667086,0.66366184,0.666803,0.66533154,1.0987377,0.66657174,56.752777,70.090034,83.32639,90.04501,1.340059,35.13505,14.057323,137.33598,1.3699665,0.66503423,0.14020087,0.06730042,0.3314736,32.825047,32.853363,1.6660478,1.6693512,6.661333,0.6656709,335.14377,0.6662744,4013.2295,66.82039,66.962906,27.67681,22603.861,37.38851,6.666378,2.6740317,6.6570387,0.6664396,16.375032,6.6657176,6.6667085,0.19763912,0.83144057,0.66583604,2.305402,0.0226,0.04115,0.04934,0.05178,0.05154,0.05099,0.0504,0.04982,0.04858,0.04867,0.04795,0.04737,0.04668,0.04934,0.3041,0.1772,0.2071,0.5512,0.6788,0.6862,0.7786,0.7694,0.8207,0.9147,0.8656,0.8595,0.8685,0.9553,1.843,1.592,1.591,1.602,1.622,1.634,1.645,1.651,1.659,1.661,1.658,1.657,1.646,1.639,1.621,1.615,1.599,1.578,1.562,1.562,1.53,1.508,1.487,1.465,1.439,1.418,1.465,1.428,1.626,1.517,1.492,1.455,1.503,1.583,1.504,1.475,1.446,1.414,1.395,1.375,1.347,1.329,1.307,1.288,1.421,1.547,1.456,1.426,1.42,1.395,1.369,1.356,1.333,1.317,1.359,1.326,1.305,1.334,1.299,1.281,1.269,1.0
2.1647093,154.5608,86.23183,0.8559169,0.8523279,0.85597175,0.8541909,1.2106844,0.85587585,64.44791,75.89038,87.17396,92.94519,1.7263256,43.835575,17.5356,174.01353,1.7328751,0.8540676,0.17461628,0.08643964,0.42425984,42.23379,42.304066,3.5588953,3.5602653,8.551087,0.85491693,431.6349,0.8557525,5170.2427,86.06498,86.24114,34.77257,26932.857,45.23832,8.559032,3.4384212,8.549307,0.8558211,20.779432,8.558759,8.55917,0.25169837,0.92424613,0.8549854,2.653423,0.04522,0.06699,0.07099,0.07035,0.06955,0.06826,0.06791,0.06615,0.06547,0.06374,0.06303,0.05966,0.05944,0.05737,2.663,2.168,1.892,2.087,2.369,2.143,2.157,2.021,2.0,2.064,1.918,1.852,1.803,1.87,10.98,7.702,4.028,3.581,3.404,3.304,3.218,3.141,3.072,2.99,2.917,2.837,2.754,2.681,2.612,2.546,2.481,2.419,2.354,2.289,2.218,2.171,2.116,2.061,2.013,1.963,2.024,1.959,2.417,2.241,2.212,2.169,2.144,2.325,2.23,2.191,2.159,2.133,2.104,2.085,2.06,2.025,2.007,1.989,2.233,2.515,2.376,2.363,2.383,2.37,2.36,2.36,2.357,2.35,2.433,2.392,2.381,2.432,2.396,2.378,2.353,1.0
1.3754073,126.97889,70.80602,0.70459175,0.7014665,0.70470834,0.7031749,1.1211694,0.70450425,58.29472,71.252304,84.09736,90.62615,1.4174587,36.878452,14.754296,144.68538,1.4426856,0.70291245,0.14709698,0.071135506,0.35006598,34.710358,34.74708,2.045334,2.04825,7.0399995,0.7035917,354.47852,0.7042418,4245.0703,70.67659,70.82585,29.098648,23471.3,38.961445,7.0456257,2.827199,7.0362086,0.7043876,17.25758,7.0450425,7.045917,0.20847145,0.8500368,0.7037375,2.375138,0.02646,0.04611,0.05399,0.05617,0.05529,0.05444,0.05413,0.05274,0.05279,0.05204,0.05072,0.05148,0.04897,0.05472,0.4506,0.4394,0.4669,0.8413,1.016,1.022,1.138,1.132,1.196,1.3,1.258,1.257,1.268,1.368,2.846,2.536,2.483,2.446,2.405,2.371,2.34,2.299,2.26,2.226,2.194,2.152,2.107,2.064,2.028,1.991,1.945,1.909,1.865,1.825,1.789,1.746,1.706,1.666,1.631,1.601,1.632,1.582,1.795,1.671,1.638,1.59,1.637,1.722,1.628,1.594,1.56,1.528,1.502,1.474,1.444,1.42,1.4,1.377,1.517,1.655,1.554,1.524,1.512,1.487,1.459,1.442,1.427,1.409,1.464,1.429,1.413,1.438,1.415,1.398,1.38,1.0
0.10812003,56.620342,31.45643,0.31857708,0.31663495,0.31885147,0.317949,0.892826,0.3183713,42.598576,59.42104,76.24929,84.71052,0.6295715,19.131557,7.6594825,69.87237,0.70244294,0.31733164,0.07689816,0.032096285,0.16080521,15.518866,15.470012,-1.8156012,-1.8087416,3.1853743,0.31757706,157.66074,0.3177539,1885.0527,31.422434,31.503077,14.62507,14641.234,22.949804,3.1850848,1.2680358,3.1764567,0.3180969,8.273708,3.1837127,3.1857708,0.09820408,0.6607366,0.31792006,1.6652623,0.002393,0.006073,0.009847,0.01306,0.01541,0.01716,0.01834,0.01879,0.01904,0.01911,0.01888,0.0189,0.01836,0.01992,0.03018,0.02481,0.02652,0.03223,0.03887,0.03988,0.04683,0.04531,0.04988,0.05809,0.05219,0.05184,0.05215,0.06221,0.1035,0.08779,0.08997,0.09103,0.09213,0.09412,0.09415,0.09457,0.09461,0.09609,0.09641,0.09685,0.1013,0.09988,0.09971,0.09952,0.1007,0.1008,0.09988,0.1098,0.1044,0.1031,0.1037,0.1038,0.1029,0.1053,0.1184,0.1148,0.1458,0.129,0.1324,0.1296,0.1428,0.1634,0.1526,0.1543,0.1533,0.1539,0.1532,0.1537,0.153,0.1533,0.1527,0.1524,0.1797,0.2054,0.1981,0.2013,0.209,0.2075,0.2072,0.2087,0.2086,0.2115,0.2244,0.2204,0.2213,0.2319,0.2288,0.2279,0.2301,1.0
